Age,Gender,Weight (kg),Height (m),Calories_Burned,Fat_Percentage,Daily meals frequency,Calories,Workout_Frequency (days/week)
44.98,Female,52.89,1.88,1412.4,22.45914404265146,3.01,1767.0,3.99
54.91,Male,75.72,1.67,1356.3,24.923407404678738,2.03,2214.0,1.99
24.85,Male,77.65,1.55,356.72,35.0,2.02,2016.0,1.96
47.1,Female,97.28,1.9,507.28,28.7155883889838,3.0,2642.0,3.0
43.3,Male,46.54,1.63,1427.8,18.68356178594609,3.0,1324.0,2.02
52.93,Male,61.53,1.63,466.4,27.104151475506804,2.99,1564.0,2.99
53.98,Female,67.09,1.68,690.33,24.161860930935816,1.99,1889.0,3.0
44.42,Male,42.21,1.78,1966.8,15.223343102442332,2.99,1077.0,3.02
29.21,Female,120.86,1.78,509.59,35.0,1.96,3250.0,2.0
57.11,Female,51.41,1.63,1581.36,22.0785760688988,4.0,1406.0,4.0
51.77,Female,61.52,1.69,2087.41,22.366235459883644,2.98,1839.0,3.97
34.89,Female,78.62,1.64,930.35,27.91732977918969,2.99,2129.0,4.01
39.78,Female,57.9,1.98,1548.26,15.553302274665102,2.99,1586.0,2.97
47.21,Female,80.39,1.77,713.45,25.61775227626424,4.0,2166.0,2.99
23.73,Male,53.07,1.57,851.4,24.954675646197835,4.01,1567.0,2.0
42.1,Female,57.36,1.67,1383.16,20.678940823651185,3.02,1873.0,2.01
53.16,Female,61.05,1.63,475.63,24.70057936886189,3.0,1674.0,3.0
43.2,Female,55.0,1.73,1952.4,22.16360728809453,3.03,1523.0,5.0
51.07,Female,47.36,1.77,1780.32,20.357157993921447,2.02,1382.0,1.96
21.8,Female,72.02,1.62,917.4,27.80544869989217,3.97,2031.0,3.0
58.06,Male,62.85,1.78,1860.3,23.541908400154345,2.99,1552.0,3.96
18.44,Male,63.91,1.63,429.39,24.769817286539848,2.99,1618.0,3.0
59.15,Female,89.67,1.72,952.13,31.465982247526384,3.0,2337.0,2.99
54.59,Female,87.32,1.88,1570.8,28.06516267242383,2.99,2356.0,3.99
50.83,Male,64.67,1.6,1599.73,27.48646584563072,3.0,1687.0,4.02
21.29,Female,101.32,1.84,858.78,29.0775835722028,2.99,2599.0,1.97
52.88,Female,67.42,1.55,1345.12,25.015553033947967,2.98,2061.0,4.01
37.23,Male,49.02,1.67,915.73,21.18189877098289,2.99,1545.0,1.99
45.77,Female,58.82,1.7,1775.66,22.43481597014824,2.0,1921.0,4.0
54.3,Female,86.13,1.93,2475.8,22.885278578635184,2.02,2307.0,5.01
44.9,Male,92.73,1.91,1373.94,29.14666417846192,3.0,2231.0,2.98
43.81,Male,86.72,1.97,1714.68,19.5151926301988,2.0,2307.0,5.01
26.19,Male,128.23,1.73,1306.8,35.0,3.01,3220.0,2.99
31.06,Female,57.72,1.56,2577.96,27.0032269933962,3.0,1859.0,4.97
38.55,Male,108.01,1.88,633.02,32.50623302626548,3.0,2792.0,2.0
40.16,Female,60.25,1.88,1306.8,18.163873137811727,3.0,1714.0,2.99
24.9,Female,62.73,1.65,1476.2,24.81257189497591,3.98,1837.0,2.99
33.65,Male,125.28,1.63,1874.4,35.0,3.02,3292.0,2.99
39.7,Male,69.41,1.99,822.17,19.1645988066506,4.01,1816.0,4.02
26.38,Male,47.8,1.77,1518.0,20.822187204573503,3.0,1522.0,3.02
19.95,Male,63.87,1.78,1778.4,19.50294883797244,1.99,1966.0,3.99
42.86,Female,110.09,1.76,960.07,35.0,2.01,3108.0,3.01
46.27,Female,88.42,1.63,733.27,35.0,1.98,2266.0,2.01
51.11,Female,60.42,1.71,1379.4,21.064912952129816,3.0,1855.0,1.99
19.68,Female,119.82,1.73,1321.1,35.0,3.02,3167.0,2.99
50.0,Female,71.33,1.68,1159.35,28.495903702625824,3.01,1857.0,1.96
23.03,Female,56.54,1.55,987.22,22.96635243078829,2.98,1665.0,4.0
36.52,Female,123.4,1.69,1238.4,35.0,2.99,3191.0,4.0
59.04,Male,85.89,1.67,2069.6,28.48936682525282,1.99,2232.0,5.04
18.29,Male,69.79,1.61,1573.0,25.94133923027909,3.02,1741.0,2.01
28.05,Female,101.59,1.84,1061.23,27.58027882035464,3.01,2876.0,3.0
33.83,Male,74.83,1.94,850.31,22.687312696066456,3.0,2230.0,3.98
55.99,Female,51.19,1.7,1560.9,19.968009804512672,2.99,1298.0,2.0
53.01,Male,78.11,1.65,819.14,29.29937783733342,3.0,2114.0,3.0
39.72,Female,60.99,1.88,1317.6,22.21581818434002,3.01,1809.0,3.0
59.21,Male,123.08,1.88,936.78,32.860478851317744,3.01,3122.0,4.01
58.3,Male,90.72,1.72,1100.1,30.68659110998713,3.0,2541.0,2.0
18.82,Male,49.45,1.69,694.26,21.004606661710973,4.01,1468.0,2.96
43.21,Male,67.72,1.52,1875.96,30.263949235392808,1.98,2089.0,3.99
23.26,Male,47.52,1.6,932.55,22.32834211818157,2.99,1316.0,3.01
32.09,Female,108.95,1.8,1548.8,33.250711626571785,4.0,2836.0,2.96
22.83,Female,70.68,1.72,1226.48,24.740461020643465,3.02,1840.0,2.02
22.22,Female,45.55,1.77,924.0,16.860229800457823,3.99,1350.0,2.99
23.09,Female,115.75,1.6,1401.6,35.0,3.01,3168.0,3.99
56.94,Male,75.57,1.63,673.2,32.04981769145651,3.03,2106.0,3.02
48.78,Male,106.39,1.64,872.65,35.0,3.01,2873.0,3.01
20.77,Female,71.91,1.68,1570.8,27.528096303619687,3.02,1809.0,3.02
34.77,Female,111.88,1.85,849.6,34.47123310613827,1.99,3051.0,3.98
37.23,Male,73.92,1.69,535.57,29.321014670919546,1.99,1897.0,1.99
35.91,Male,99.16,1.99,1177.06,25.95725987753524,3.01,2609.0,3.0
45.39,Male,93.59,1.91,987.98,25.94534238322992,2.99,2512.0,3.02
49.02,Male,70.48,1.62,1093.49,25.92736989856157,2.0,2044.0,4.01
51.8,Female,70.94,1.69,1198.98,25.39927110838371,2.98,1953.0,2.99
42.63,Female,57.75,1.79,1544.4,21.87542286347428,2.01,1785.0,3.98
38.64,Male,63.94,1.69,1348.88,25.30404677629601,3.0,1788.0,4.02
49.07,Female,39.33,1.65,1357.33,20.11292486813523,3.0,1269.0,3.01
27.11,Male,75.53,1.76,672.59,26.95772010023792,3.0,1919.0,2.99
34.79,Male,64.79,1.59,1706.91,30.252151501578386,3.02,1684.0,4.95
26.85,Male,58.14,1.79,1388.52,20.2024094614436,2.0,1582.0,2.02
47.17,Female,88.32,1.6,1932.91,33.56445681004733,3.01,2449.0,4.97
35.51,Male,109.95,1.62,540.22,35.0,1.98,2864.0,3.02
40.1,Female,63.31,2.0,1533.6,18.44859308281955,3.02,1901.0,3.97
24.98,Male,112.8,1.96,1413.13,31.849886190720632,2.01,3007.0,1.98
37.51,Female,40.66,1.79,763.69,14.067961034880971,2.01,906.0,1.99
42.22,Female,62.99,1.71,1013.51,25.355101188826808,2.0,1627.0,3.01
52.2,Male,73.17,1.94,1390.84,24.08810852571546,3.0,2007.0,3.03
50.69,Male,55.93,1.5,949.54,25.559407093108646,3.0,1504.0,3.02
20.08,Male,101.28,1.91,1307.78,24.80933782536302,2.03,2823.0,2.99
38.88,Male,68.6,1.64,1275.74,27.2506000239371,2.97,1857.0,2.98
53.43,Female,116.81,1.62,1133.06,35.0,2.99,3220.0,3.96
38.94,Female,42.94,1.74,1119.72,17.792864291918324,2.01,992.0,1.99
49.92,Male,50.9,1.68,857.22,22.12571564038892,2.01,1317.0,2.0
52.97,Male,54.03,1.74,1806.89,21.750155746152377,4.0,1494.0,3.0
50.07,Female,52.75,1.84,1820.08,20.069175816676537,2.98,1289.0,4.0
32.19,Female,102.72,1.99,1191.39,27.83763472778005,2.02,2609.0,2.99
30.39,Female,77.58,1.77,1008.0,26.00334329388748,3.99,2130.0,4.01
23.1,Male,84.08,1.99,1396.2,20.234019241190545,2.99,2229.0,4.01
40.17,Female,72.06,1.94,991.3,26.09423767457268,2.03,1904.0,2.0
52.96,Male,55.81,1.79,2189.58,15.01440361120908,3.0,1710.0,4.99
41.1,Female,94.44,2.0,784.69,26.79537457309732,2.99,2563.0,3.03
51.9,Male,59.78,1.68,2275.45,19.50482943563651,2.0,1785.0,4.01
57.51,Female,60.55,1.52,941.63,26.34604935201091,1.97,1714.0,2.97
31.06,Male,60.5,1.77,1787.42,20.63498960099028,4.0,1737.0,3.99
39.17,Male,85.08,1.89,750.35,25.858496274900887,1.98,2372.0,2.0
29.3,Female,88.39,1.89,2502.5,24.88042358873173,1.98,2390.0,5.01
53.95,Female,79.16,1.66,1872.84,27.730941936978844,1.98,2055.0,2.99
32.99,Male,40.59,1.63,1395.7,19.395294865839737,3.01,1172.0,3.98
42.15,Female,63.1,1.98,1013.51,20.02937226608999,3.02,1743.0,4.0
18.0,Male,58.29,1.61,2727.1,24.544321477336908,2.99,1723.0,3.96
44.11,Male,69.25,1.75,900.05,23.64039537578313,3.04,1946.0,3.01
21.63,Female,107.5,1.82,1321.1,32.38810175154954,2.0,2867.0,4.0
19.36,Male,56.73,1.87,738.1,16.737681550297403,2.99,1533.0,2.98
58.86,Female,50.68,1.95,1051.31,21.24450166888353,3.01,1353.0,3.01
24.26,Female,60.19,1.79,2314.82,18.59213663463167,3.0,1583.0,4.0
33.97,Male,51.37,1.62,1529.77,24.573419742605456,3.0,1400.0,2.99
20.96,Male,74.05,1.93,957.6,18.15337320448192,2.99,1826.0,3.0
52.57,Male,73.27,1.56,848.89,29.143579107882463,3.99,2072.0,3.98
41.76,Male,63.24,1.77,1727.76,22.51536334775577,4.0,1883.0,3.01
27.15,Female,57.77,1.79,1386.0,20.64210597710685,2.01,1394.0,2.0
53.64,Male,126.11,1.94,1784.97,30.79282791789188,2.02,3475.0,3.02
23.16,Male,106.75,1.93,841.0,26.554083262322088,3.01,2863.0,4.02
40.05,Male,88.71,1.86,2039.97,23.76333935694475,3.03,2324.0,5.02
56.82,Female,56.08,1.98,1073.41,15.72265837594663,2.01,1589.0,3.0
47.04,Female,89.02,1.85,1035.07,24.552177614540216,3.0,2386.0,2.98
29.37,Female,48.76,1.58,1277.86,24.67218005703264,2.01,1231.0,3.0
40.27,Female,51.65,1.61,861.3,24.293351536421337,1.98,1355.0,1.97
58.07,Female,75.24,1.75,726.66,28.220535468586554,4.0,2004.0,2.01
24.85,Male,40.9,1.62,1071.91,20.288658526076507,1.99,1333.0,3.99
25.9,Male,127.8,1.73,870.41,35.0,3.01,3257.0,3.03
35.99,Male,109.83,1.77,1168.2,35.0,3.0,2796.0,1.97
38.92,Female,59.62,1.82,973.62,19.786034672911256,2.01,1728.0,3.98
23.72,Male,42.05,1.75,720.94,20.80361226215666,3.01,1173.0,2.98
53.92,Male,55.06,1.76,915.92,19.153664658374776,4.02,1666.0,4.0
44.12,Female,82.87,1.79,1175.99,26.17259080243881,4.0,2414.0,4.98
32.96,Male,67.55,1.75,839.97,23.760241248028137,1.98,1672.0,2.02
25.94,Female,53.31,1.53,751.72,20.901120648083523,2.99,1607.0,3.02
38.76,Female,105.62,1.99,979.21,28.718279838102063,4.01,3095.0,2.01
18.39,Male,48.65,1.52,845.57,24.91690542220597,3.0,1344.0,2.02
25.15,Female,63.84,1.68,942.21,25.36808433653584,2.99,1694.0,1.97
45.43,Male,77.5,1.96,1287.0,23.86958831127558,3.98,1990.0,3.0
23.1,Male,64.87,1.7,449.62,24.552006143532395,1.98,1582.0,2.0
34.02,Female,69.09,1.54,1346.4,28.72490460194001,1.99,1592.0,1.99
18.0,Male,66.03,1.55,1362.06,27.066952725139327,2.02,1844.0,3.02
26.99,Female,52.3,1.58,915.16,23.976810637658005,1.97,1546.0,4.01
29.12,Female,88.25,1.89,2522.61,25.94977982235937,2.01,2564.0,4.99
23.16,Female,42.05,1.58,678.22,20.973094584884706,3.0,1235.0,3.02
49.33,Male,73.98,1.55,1089.0,30.00205003725613,2.0,2065.0,2.98
47.88,Male,93.86,1.7,1332.09,33.70220403693666,2.98,2539.0,2.99
43.28,Male,42.9,1.66,724.67,17.25377800632664,2.99,1130.0,1.98
24.99,Female,57.37,1.58,971.19,23.685660056217746,3.0,1585.0,2.99
50.05,Female,93.55,1.61,1250.71,34.27490464241967,3.01,2660.0,4.0
43.0,Female,66.18,1.85,1430.4,21.362525054892394,2.99,1654.0,1.99
53.88,Male,116.1,2.0,1107.79,30.22702752382666,3.01,3033.0,3.0
59.29,Female,60.62,1.73,1346.4,27.38561113052992,4.01,1572.0,3.01
45.35,Male,58.96,1.68,1252.8,26.78001045985101,2.01,1511.0,3.98
37.65,Female,86.02,1.81,1799.2,26.742619298474395,3.01,2242.0,4.01
49.16,Female,82.43,1.86,1934.4,24.47850870299768,2.04,2295.0,3.98
25.5,Male,76.75,1.78,1544.4,27.455180717294724,2.01,2106.0,3.04
54.04,Male,72.73,1.78,1525.99,28.35092416155329,4.0,2148.0,2.03
48.29,Female,68.79,1.6,956.0,28.45193850217108,4.0,1870.0,4.03
57.01,Male,82.99,1.65,1224.6,31.460683097003106,3.0,2128.0,3.99
57.12,Female,56.32,1.99,1081.18,17.399664058124138,1.99,1554.0,3.01
58.07,Female,56.34,1.7,487.96,21.903950006987976,3.02,1448.0,2.0
55.25,Male,64.5,1.69,1544.4,23.03717010332345,2.98,1825.0,4.98
34.85,Female,59.73,1.66,1274.78,29.063715484146663,3.02,1647.0,2.98
18.16,Female,50.96,1.53,1705.64,21.48160042754553,3.0,1504.0,3.01
28.29,Male,54.89,1.79,2331.88,16.881544038810148,2.99,1725.0,5.01
23.38,Male,83.28,1.8,617.68,26.72622914897424,3.02,2278.0,2.99
32.99,Female,114.54,1.99,1364.96,31.434068700610943,2.99,2883.0,2.01
22.8,Male,65.23,1.61,1315.2,27.39754206364648,2.0,1850.0,2.98
34.08,Male,66.08,1.69,534.11,20.971746581690752,3.0,1801.0,2.98
33.88,Female,87.77,1.64,2712.82,34.532124377774124,3.01,2506.0,4.0
24.96,Female,78.26,1.55,665.5,32.280282472018754,1.99,2037.0,2.01
54.08,Male,46.11,1.5,910.8,23.421877904192083,2.01,1146.0,1.98
36.75,Male,71.71,1.64,1449.58,24.498144901974765,3.99,1944.0,2.99
37.87,Male,69.55,1.92,1414.8,18.31955826077343,1.99,1960.0,4.0
33.8,Male,64.24,1.78,957.6,23.282815154118307,3.01,1805.0,4.0
38.82,Female,56.09,1.71,2031.12,20.24100771369064,2.99,1728.0,4.96
45.24,Female,79.39,1.95,1958.48,21.933498746240616,3.99,2063.0,2.99
35.37,Female,100.55,1.63,726.0,35.0,2.99,2602.0,2.01
20.82,Female,61.66,1.57,1529.98,27.840486661028883,3.01,1818.0,3.99
52.98,Male,73.17,1.76,1177.2,25.399243563191447,3.02,1949.0,3.03
18.42,Male,65.53,1.52,1488.3,28.0494546483984,1.99,1890.0,3.0
37.66,Female,70.92,1.77,1100.9,27.6175259699093,2.98,1906.0,1.98
26.78,Male,102.5,1.83,1522.8,28.748833166803934,2.99,2767.0,3.0
24.89,Female,63.14,1.68,826.45,22.97854533379808,2.99,1569.0,2.01
36.29,Female,69.29,1.65,1470.83,28.629165795820903,1.99,1866.0,3.02
39.55,Female,63.85,1.55,1074.58,28.29698054566074,2.98,1647.0,1.98
49.84,Male,42.22,1.53,1533.6,24.98630742651514,2.0,1065.0,4.02
37.19,Female,72.47,1.75,1307.89,26.763188632113405,1.99,1827.0,3.04
25.44,Female,81.5,1.95,1515.53,22.428478813357977,2.99,2193.0,4.01
44.83,Male,49.57,1.79,742.5,19.620503164603026,3.0,1448.0,1.99
22.68,Female,41.2,1.58,484.0,19.117286829421435,3.01,1191.0,3.0
22.94,Male,108.78,1.92,586.33,27.24322542549775,2.99,2800.0,1.99
53.03,Female,60.54,1.63,664.9,21.86448150945628,3.0,1580.0,3.0
48.92,Female,105.42,1.64,863.28,34.4570032673969,2.99,2702.0,3.0
54.98,Female,91.48,1.78,1740.82,27.71724153079836,3.01,2590.0,3.03
19.13,Male,64.44,1.63,2189.58,24.59715220097373,2.0,1843.0,5.02
49.94,Male,44.9,1.67,1795.2,21.783362420160664,3.0,1458.0,4.01
28.0,Male,101.37,1.84,1071.14,28.199088484996203,2.98,2820.0,3.01
53.91,Male,83.6,1.86,1193.4,20.87662418205432,2.01,2639.0,5.0
52.53,Female,67.23,1.6,1765.85,27.59047161965515,3.0,1914.0,3.99
32.42,Female,116.91,1.61,1357.33,35.0,2.98,3007.0,3.01
31.13,Female,64.61,1.7,2819.27,22.15480228144871,3.0,2038.0,5.0
51.89,Female,45.4,1.72,1113.2,18.691488926019133,2.98,1254.0,2.03
28.88,Male,106.81,1.81,1692.42,32.74497117475172,1.99,2739.0,4.02
43.77,Male,77.22,1.79,1709.2,26.067907963124963,2.0,2177.0,2.99
44.97,Male,117.81,1.95,1399.2,31.83840062768649,3.0,3081.0,3.0
49.04,Female,79.24,1.73,1659.21,25.832833870463773,4.0,1906.0,2.02
45.36,Male,64.53,1.54,1738.14,26.62137211304761,3.01,1832.0,4.0
49.72,Male,69.54,1.68,1464.1,25.58696852123638,2.0,1715.0,2.02
57.77,Female,52.4,1.79,1351.5,19.238312017896508,3.01,1556.0,3.02
39.86,Female,58.08,1.98,1544.4,17.300343269794215,3.0,1543.0,2.99
39.47,Male,62.67,1.71,2201.29,25.000269149048627,2.01,1573.0,4.04
42.94,Male,61.3,1.88,1019.7,22.17792223266245,3.0,1780.0,3.02
32.98,Female,105.73,1.6,1859.65,35.0,2.99,2950.0,4.0
35.91,Female,86.49,1.71,1464.14,29.09012374513391,3.99,2394.0,4.99
18.01,Female,51.84,1.74,1452.0,19.051624268912995,4.0,1247.0,1.98
18.0,Female,58.06,1.61,2221.29,25.760476555643248,3.0,1673.0,3.98
43.24,Male,82.82,1.85,1613.08,26.50842229639933,3.0,2156.0,4.03
49.2,Male,83.62,1.95,2231.26,24.533165794076623,2.99,2373.0,5.01
55.15,Female,130.34,1.73,597.31,35.0,4.0,3497.0,3.0
22.11,Male,78.75,1.7,978.38,24.481753017097432,2.01,1997.0,4.04
57.23,Male,43.75,1.74,1223.2,16.050321945947466,2.99,1285.0,2.0
58.02,Male,109.6,1.75,1222.1,35.0,3.0,3052.0,1.96
57.0,Female,112.61,1.61,1341.43,35.0,3.02,3093.0,2.97
41.17,Female,66.56,1.69,764.38,27.32874882448765,3.0,1680.0,2.02
37.84,Male,45.6,1.68,959.2,22.120857722254936,3.01,1270.0,2.97
45.91,Male,56.69,1.6,773.7,24.47944755698206,4.01,1559.0,3.02
22.79,Female,108.57,1.92,774.4,30.387876410374613,2.97,2867.0,2.04
50.3,Female,90.79,1.71,1156.56,27.04202915438892,3.0,2532.0,4.01
37.71,Male,85.61,1.8,1792.93,24.234575720030683,3.01,2294.0,3.98
53.94,Female,43.81,1.65,1239.43,16.543680393559153,3.99,1377.0,3.98
19.06,Male,98.51,1.7,541.2,31.481939617898764,3.01,2505.0,1.99
52.23,Female,45.08,1.72,931.45,18.81925886672041,3.01,1292.0,1.97
47.93,Male,84.33,1.82,2706.86,26.558688235726336,3.01,2381.0,5.0
26.94,Female,62.09,1.8,1455.3,21.3909509834766,3.01,1744.0,2.01
28.95,Female,56.77,1.77,822.05,20.53134945867005,2.99,1602.0,3.0
47.76,Male,72.83,1.83,1018.45,24.683232213677048,2.97,2160.0,3.97
51.73,Female,80.22,1.51,661.2,30.24500752149396,2.01,2398.0,2.99
18.0,Male,68.39,1.8,1055.12,23.000894309356177,2.99,1987.0,3.98
21.19,Female,51.27,1.71,1154.64,19.387210615816542,1.99,1605.0,3.0
47.04,Female,66.73,1.75,819.43,22.6700815461276,3.99,1753.0,3.03
45.74,Male,103.53,1.77,1427.8,35.0,2.99,2689.0,2.03
30.75,Male,75.7,1.93,536.8,21.00253905541782,3.0,2076.0,1.99
18.8,Female,82.03,1.96,1980.56,19.2348289239376,3.0,2368.0,5.01
50.32,Male,57.51,1.91,1453.21,19.226423126948173,1.99,1678.0,4.0
27.07,Female,64.19,1.52,1132.8,29.35974378313558,3.0,1846.0,3.98
57.89,Male,62.44,1.78,2271.95,22.743268854729536,2.97,1827.0,3.97
50.5,Female,73.42,1.55,793.44,33.606527774593694,1.99,1985.0,3.0
34.91,Male,50.39,1.6,1359.6,24.58600370097851,2.01,1543.0,4.02
22.09,Female,106.16,1.82,1070.09,34.80644131233774,1.99,2806.0,4.0
55.4,Female,63.74,1.86,1302.34,23.15804646758109,3.01,1880.0,3.99
49.82,Male,71.01,1.68,1414.41,24.86923070258317,3.0,1723.0,2.0
44.63,Female,78.16,1.96,1278.26,21.581037596673184,4.0,2132.0,3.02
52.93,Male,67.86,1.55,999.97,31.270339930623333,2.99,1967.0,3.98
27.74,Male,87.73,1.76,871.93,30.99174928887773,2.99,2432.0,2.97
24.89,Female,63.32,1.65,1056.0,25.07421643571972,4.0,1672.0,2.98
36.79,Male,67.11,1.75,1490.4,22.461379865115653,2.98,1792.0,3.98
42.94,Female,93.9,1.79,1151.75,28.71963492253994,2.99,2468.0,2.02
43.07,Male,76.56,1.92,819.89,19.20176954251228,2.03,2177.0,2.99
33.63,Male,51.12,1.62,1532.32,22.2857894382342,2.98,1345.0,3.0
41.19,Male,82.87,1.79,1318.2,23.907488207291298,3.0,2196.0,3.99
47.37,Male,89.8,1.84,1370.51,27.045233227224468,2.99,2266.0,3.04
31.04,Female,64.34,1.7,2311.99,23.636903338185697,3.01,1905.0,5.01
33.67,Male,109.95,1.86,1250.74,30.10538693077295,3.01,2801.0,2.02
44.85,Male,57.25,1.55,1747.2,25.11835045300243,2.99,1592.0,4.99
39.92,Female,56.21,1.79,1388.4,18.40533660644177,3.01,1655.0,5.0
25.61,Female,63.19,1.65,1197.9,27.91534399124673,3.98,1624.0,3.01
18.18,Female,91.55,1.74,1399.71,27.79467180466802,3.0,2379.0,2.05
55.96,Female,58.34,1.56,1211.62,25.82194676937417,3.02,1966.0,4.03
44.01,Male,125.03,1.84,1456.78,35.0,4.0,3424.0,3.97
27.99,Female,75.5,1.62,827.31,29.980908332507607,1.99,2091.0,3.0
35.06,Male,100.08,1.63,726.0,35.0,2.99,2591.0,1.95
51.76,Female,47.28,1.86,979.2,18.26286479283549,2.02,1290.0,3.01
51.72,Female,69.09,1.63,764.9,27.65815665512959,2.0,1915.0,3.01
27.12,Male,52.82,1.58,1208.59,24.393868457970928,2.01,1594.0,4.01
45.89,Female,58.55,1.53,2620.93,26.450561759469306,1.99,1633.0,3.99
18.07,Female,65.38,1.55,1874.4,27.083969988638074,1.99,1706.0,3.0
53.79,Male,66.96,1.73,1228.72,20.846576730382694,1.98,1776.0,1.99
51.65,Male,82.2,1.72,1332.09,29.399103235767583,3.0,2169.0,3.98
57.1,Male,51.34,1.63,864.0,20.978410768195488,4.02,1557.0,4.0
39.19,Male,63.75,1.71,1946.3,21.914608976932005,2.01,1877.0,4.0
25.63,Male,70.68,1.66,993.1,24.93966892600486,3.99,2073.0,3.02
43.09,Female,53.34,1.59,541.2,23.26166969489578,3.0,1475.0,2.0
45.91,Male,67.16,1.73,1089.99,24.09578132471112,1.98,1821.0,2.99
18.67,Female,94.49,1.86,871.2,28.58184721934892,2.0,2644.0,3.99
31.25,Female,62.2,1.62,1838.31,26.36057809240704,1.99,1704.0,4.0
25.49,Male,55.83,1.68,739.2,21.34066835486717,2.01,1533.0,3.0
36.26,Female,95.74,1.86,1193.54,29.911521849230702,3.98,2452.0,2.96
18.08,Male,125.82,1.67,1049.45,35.0,3.0,3212.0,2.97
44.08,Female,72.24,1.66,929.75,30.280087639498788,3.0,2088.0,2.0
20.24,Female,51.31,1.58,615.98,24.115832218611065,3.02,1321.0,2.01
31.09,Female,75.57,1.93,396.0,26.100149164771224,2.99,1943.0,2.0
18.09,Male,118.59,1.64,1137.4,35.0,4.0,3248.0,3.01
45.09,Male,64.3,1.53,1735.46,27.550008363268752,2.99,1677.0,3.98
52.54,Male,56.1,1.79,1186.51,15.049504809398645,3.0,1734.0,5.02
43.11,Female,48.18,1.61,844.03,23.09710176135265,3.01,1358.0,1.98
56.75,Female,96.06,1.74,1160.63,32.60365621546514,2.98,2575.0,3.02
55.04,Female,75.42,1.71,997.57,26.602472375101947,3.0,1958.0,4.01
21.2,Male,101.7,1.84,865.39,28.41388021736738,3.01,2738.0,2.02
57.64,Female,74.48,1.68,748.18,28.771511014170247,3.01,1976.0,4.01
33.65,Male,74.33,1.57,1446.71,29.21162324226697,2.99,2078.0,3.03
45.38,Male,113.43,1.71,813.28,35.0,3.0,2884.0,1.98
34.21,Female,50.9,1.62,1027.03,24.60025140676188,3.03,1409.0,2.99
28.07,Male,128.63,1.86,761.93,33.28552118209792,3.01,3382.0,4.01
38.48,Female,94.13,1.7,793.32,30.21083574265853,3.01,2588.0,3.99
28.35,Female,70.04,1.58,1966.8,27.649353493368555,2.98,1806.0,3.03
30.73,Male,63.12,1.64,1803.19,24.249289782239696,4.0,1973.0,3.99
21.86,Female,106.63,1.82,960.0,35.0,2.02,2961.0,3.99
50.16,Female,61.55,1.75,1163.54,20.510446262754524,3.98,1798.0,4.0
46.04,Female,63.32,1.54,1673.11,29.7702605140662,1.99,1699.0,4.01
38.28,Male,72.1,1.77,995.3,22.923903676412703,3.0,1952.0,1.95
51.92,Female,105.62,1.62,1353.83,35.0,3.01,2675.0,2.99
26.06,Male,87.15,1.87,2457.71,24.768698962090102,1.98,2277.0,4.01
49.94,Female,46.11,1.67,993.6,19.189923860872643,2.99,1289.0,3.99
31.55,Male,49.32,1.62,564.3,24.18127718242005,2.01,1381.0,2.04
56.86,Male,81.82,1.87,2102.76,22.91959459648806,2.99,2368.0,4.99
34.0,Female,75.42,1.6,624.83,29.93633640663913,3.02,1917.0,1.97
56.72,Male,58.57,1.86,1037.66,20.01050212361891,2.98,1638.0,2.99
46.69,Female,127.16,1.65,677.6,35.0,3.0,3340.0,1.98
36.74,Male,88.52,1.95,1229.56,24.581377439512327,2.01,2470.0,5.0
32.91,Male,78.19,1.71,1306.8,27.63756076352829,2.0,2148.0,3.05
22.21,Male,61.49,1.84,335.99,20.48475849573428,3.0,1487.0,2.99
38.92,Female,61.79,1.77,871.2,21.86791904640515,2.01,1686.0,3.0
42.87,Female,48.43,1.61,1275.94,24.702844319776773,3.02,1433.0,1.99
47.15,Male,50.33,1.69,1065.6,21.83140735402376,1.98,1308.0,3.02
26.61,Female,106.01,1.86,891.0,31.10613055042726,2.01,2827.0,1.99
31.16,Male,63.73,1.8,389.05,22.022615557829408,2.01,1442.0,2.01
36.96,Male,124.2,1.75,1496.26,35.0,3.02,3180.0,2.03
28.96,Female,48.65,1.57,1436.4,21.08844956881471,1.99,1513.0,3.02
43.26,Male,82.45,1.95,2239.86,22.26689862898638,3.99,2184.0,4.97
30.99,Male,54.19,1.76,1623.6,17.77260518388125,2.0,1578.0,4.0
38.13,Female,76.73,1.58,659.4,34.019200275204525,4.02,2376.0,1.98
39.12,Female,106.76,1.88,883.3,31.47796416939188,2.99,2915.0,2.0
31.05,Male,85.97,1.76,1237.37,23.58906079477584,1.98,2252.0,2.99
45.57,Female,74.71,1.53,936.0,30.57697254852013,2.99,2398.0,3.99
32.99,Male,53.73,1.52,673.2,27.7525153646452,1.98,1562.0,2.0
42.98,Male,96.45,1.85,844.03,30.127186632506536,3.01,2659.0,2.02
34.32,Male,88.67,1.64,2714.91,33.014500900566254,2.99,2504.0,3.98
43.53,Female,69.64,1.66,879.2,23.86426221692069,3.02,2011.0,2.0
28.43,Male,55.18,1.79,2071.19,22.143842004562945,3.0,1725.0,4.99
53.24,Female,93.61,1.95,882.7,26.19101171884547,3.02,2502.0,2.99
23.36,Male,81.41,1.8,2216.5,25.597833903487533,2.99,2179.0,4.02
46.59,Male,40.43,1.76,968.88,17.25245279614977,4.0,1286.0,3.02
33.52,Female,80.2,2.0,1861.73,24.22948198322252,1.99,2169.0,4.0
